NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
ניר עקיבא,2048,NIR AQIVA,6,62,621,42,,1,793,0.8,0.8,,1953,310,1,1664459767,153,651,10001930,2017,Nir Aqiva
ניר צבי,331,NIR ZEVI,4,43,432,40,133,1,1281,1.3,1.3,,1954,310,10,1871665110,58,425,10002228,2017,Nir Zevi
נירים,602,NIRIM,6,62,622,38,,1,372,0.4,0.4,,1949,330,15,1424158297,109,651,10001893,2017,Nirim
נירית,1236,NIRIT,4,42,421,20,142,1,970,1,1,,1982,370,13,1987567262,109,417,10002155,2017,Nirit
נירן,3620,NIRAN,7,75,,75,,1,92,0.1,0.1,,1977,330,15,2431665277,-182,712,10003262,2017,Niran
נמל תעופה בן-גוריון,1748, ,4,43,432,,132,,,,,,,520,,1893765703,,424,10002286,2017,
נמרוד,4035,NIMROD,2,29,292,71,,,,,,,,510,,2704279457,,219,10004579,2017,Nimrod
נס הרים,825,NES HARIM,1,11,111,26,444,1,1364,1.4,1.3,,1950,310,1,2056162807,683,151,15000597,2017,Nes Harim
נס עמים,1143,NES AMMIM,2,24,245,4,,1,383,0.4,0.3,,1964,350,,2116076346,26,201,10004302,2017,Nes Ammim
נס ציונה,7200,NES ZIYYONA,4,44,442,0,133,1,49108,49.1,48.1,,1883,160,,1810164824,39,407,10002241,2017,Nes Ziyyona
נעורים,186,NE'URIM,4,41,411,16,141,1,372,0.4,0.3,,1953,340,,1872369785,20,409,15000060,2017,Ne'urim
נעלה,3787,NA'ALE,7,74,,73,145,1,1804,1.8,1.7,,1988,350,,2062665225,397,711,10003299,2017,Na'ale
"נעמ""ה",3713,NA'AMA,7,75,,75,,1,135,0.1,0.1,,1982,310,1,2443664600,-193,712,10003262,2017,Na'ama
נען,158,NA'AN,4,43,432,30,143,1,1643,1.6,1.6,,1930,330,15,1866664346,90,426,10002241,2017,Na'an
נפת בית לחם,1982,,7,76,,,,,,,,,,530,,,,,,2017,
"נפת בית לחם מ""א 76",1981,,7,76,,76,,,,,,,,530,,,,,,2017,
נפת ג'נין  ,1971,,7,71,,,,,,,,,,530,,,,,,2017,
"נפת ג'נין  מ""א 72",1970,,7,71,,72,,,,,,,,530,,,,,,2017,
נפת חברון,1984,,7,77,,,,,,,,,,530,,,,,,2017,
"נפת חברון מ""א 78",1983,,7,77,,78,,,,,,,,530,,,,,,2017,
נפת טול כרם,1975,,7,73,,,,,,,,,,530,,,,,,2017,
"נפת טול כרם  מ""א 72",1974,,7,73,,72,,,,,,,,530,,,,,,2017,
נפת ירדן,1980,,7,75,,,,,,,,,,530,,,,,,2017,
"נפת ירדן מ""א 74",1978,,7,75,,74,,,,,,,,530,,,,,,2017,
"נפת ירדן מ""א 75",1979,,7,75,,75,,,,,,,,530,,0,,,,2017,
נפת ראמאללה ,1977,,7,74,,,,,,,,,,530,,,,,,2017,
"נפת ראמאללה מ""א  73",1976,,7,74,,73,,,,,,,,530,,,,,,2017,
נפת שכם,1973,,7,72,,,,,,,,,,530,,,,,,2017,
"נפת שכם מ""א 72",1972,,7,72,,72,,,,,,,,530,,,,,,2017,
נצאצרה (שבט),1041,NASASRA,6,62,623,,,3,,,,,,460,,2100057000,,699,10001937,2017,An-Nasasira
נצר חזני,1372,NEZER HAZZANI,4,44,441,31,143,1,419,0.4,0.4,,2010,310,2,1871063654,96,456,15002488,2017,Nezer Hazzani                                     
נצר סרני,435,NEZER SERENI,4,43,432,30,143,1,782,0.8,0.8,,1948,330,15,1834864786,64,426,10002228,2017,Nezer Sereni
נצרת,7300,NAZARETH,2,25,237,0,,2,76551,,,76.4,,250,,2279273415,347,211,10004426,2017,Nazareth
נצרת עילית,1061,NAZERAT ILLIT,2,25,237,0,,4,40596,30.1,24.1,10.5,1957,160,,2305673485,327,212,10004453,2017,Nazerat Illit
נשר,2500,NESHER,3,31,311,0,223,1,23749,23.5,20.9,,1925,160,,2042574161,155,355,10004207,2017,Nesher
נתיב הגדוד,3555,NETIV HAGEDUD,7,75,,75,,1,191,0.2,0.2,,1976,310,1,2421565508,-220,712,10003262,2017,Netiv HaGedud
"נתיב הל""ה",693,NETIV HALAMED-HE,1,11,112,26,444,1,622,0.6,0.6,,1949,330,15,1984162174,299,151,15000597,2017,Netiv HaLamed-He
נתיב העשרה,1242,NETIV HAASARA,6,61,614,36,,1,842,0.8,0.8,,1982,310,1,1563460906,60,633,10001829,2017,Netiv HaAsara
נתיב השיירה,792,NETIV HASHAYYARA,2,24,245,4,,1,494,0.5,0.5,,1950,310,1,2130276655,43,201,10004302,2017,Netiv HaShayyara
נתיבות,246,NETIVOT,6,62,621,0,,1,33779,33.7,32.6,,1956,160,,1605759230,130,609,10001930,2017,Netivot
נתניה,7400,NETANYA,4,41,411,0,141,1,214101,213.7,196.3,,1929,130,,1872569143,28,408,10002089,2017,Netanya
סאג'ור,525,SAJUR,2,24,242,99,,2,4148,,,4.1,,290,,2324076080,344,260,10004465,2017,Sajur
סאסא,578,SASA,2,21,212,1,,1,412,0.4,0.4,,1949,330,15,2372277023,830,253,10004528,2017,Sasa
סביון*,587,SAVYON,4,42,422,99,132,1,3878,3.9,3.8,,1951,190,,1886666155,56,455,10001516,2017,Savyon
סגולה,2046,SEGULLA,6,61,611,35,,1,741,0.7,0.7,,1953,310,1,1792361979,99,632,10001813,2017,Segulla
סואעד (חמרייה)*,942,SAWA'ID(HAMRIYYE),2,24,241,9,242,2,167,,,0.2,,450,,2160674142,150,254,10004497,2017,Sawa'id(Hamriyye)
סואעד (כמאנה) (שבט),989,SAWA'ID (KAMANE),2,24,242,,,3,,,,,,460,,2320375699,,299,10004465,2017,Sawa'id (Al-Kammana)
סולם,526,SULAM,2,23,234,66,,2,2545,,,2.5,,290,,2316672352,118,251,10000911,2017,Sulam
סוסיה,3756,SUSEYA,7,77,,78,,1,1170,1.2,1.2,,1983,370,11,2108058891,797,715,10003228,2017,Suseya
סופה,1238,SUFA,6,62,622,38,,1,199,0.2,0.2,,1975,330,15,1373057207,85,651,10001893,2017,Sufa
סח'נין,7500,SAKHNIN,2,24,241,0,,2,30548,,,30.5,,260,,2283275220,223,262,10004513,2017,Sakhnin
סייד (שבט),1170,SAYYID,6,62,623,,,3,,,,,,460,,1922057760,,699,10001937,2017,Sayyid
סלמה,1245,SALLAMA,2,24,242,56,,2,3222,,,3.2,,290,,2348075532,187,205,10004513,2017,Sallama
סלעית,3567,SAL'IT,7,73,,72,145,1,1010,1,1,,1977,310,9,2048968326,252,710,10003262,2017,Sal'it
סמר,1156,SAMAR,6,62,625,53,,1,276,0.3,0.2,,1976,330,15,2018741600,94,608,10001955,2017,Samar
סנסנה,3777,SANSANA,7,77,,78,,1,408,0.4,0.4,,2013,370,11,1906958567,530,715,10001937,2017,Sansana
סעד,419,SA'AD,6,62,621,39,,1,808,0.8,0.8,,1947,330,3,1557759784,102,651,10001930,2017,Sa'ad
סעוה,1360,SA'WA,6,62,623,69,,2,385,,,0.4,,450,,1971857373,428,624,10001937,2017,Sa'Wa
סער,454,SA'AR,2,24,245,4,241,1,840,0.8,0.8,,1948,330,15,2105177051,20,201,10004302,2017,Sa'ar
ספיר,1176,SAPPIR,6,62,625,54,,1,387,0.4,0.4,,1979,350,,2175250274,-10,657,10001918,2017,Sappir
סתרייה,610,SITRIYYA,4,43,432,30,143,1,1099,1.1,1.1,,1949,310,1,1854164419,80,426,10002241,2017,Sitriyya
ע'ג'ר,4501,GHAJAR,2,29,292,99,,2,2559,,,2.6,,290,,2587079731,282,256,10004591,2017,Ghajar
עבדון,892,AVDON,2,24,244,52,,1,640,0.6,0.6,,1952,310,1,2172177253,166,255,10004302,2017,Avdon
עברון,376,EVRON,2,24,245,4,241,1,789,0.8,0.7,,1945,330,15,2097476631,26,201,10004302,2017,Evron
עגור,794,AGUR,1,11,112,26,,1,526,0.5,0.5,,1950,310,1,1917562283,218,151,15000597,2017,Agur
עד הלום,1762, ,6,61,611,33,143,,,,,,,520,,1681563008,,616,10001836,2017,
עדי,1199,ADI,2,24,241,9,242,1,1930,1.9,1.9,,1980,370,7,2165674307,167,254,10004497,2017,Adi
עדנים,2035,ADANIM,4,42,421,20,142,1,471,0.5,0.5,,1950,310,1,1912267188,24,417,10002133,2017,Adanim 
עוזה,826,UZA,6,61,612,34,,1,408,0.4,0.4,,1950,310,2,1776861129,140,631,10001813,2017,Uza
עוזייר,528,UZEIR,2,25,237,65,,2,3146,,,3.1,,290,,2307874396,174,251,15002369,2017,Uzeir
עולש,737,OLESH,4,41,412,16,141,1,1110,1.1,1.1,,1949,310,1,1988669318,36,409,15000060,2017,Olesh
עומר,666,OMER,6,62,623,99,342,1,7613,7.5,7.4,,1949,180,,1857357517,331,614,10001937,2017,Omer
עופר,810,OFER,3,32,322,15,243,1,651,0.7,0.6,,1950,310,1,1985872534,148,303,10004333,2017,Ofer
עוצם,32,OZEM,6,61,612,50,,1,530,0.5,0.5,,1955,310,1,1719761616,88,634,10001813,2017,Ozem
עוקבי (בנו עוקבה) (שבט),957,UQBI (BANU UQBA),6,62,623,,,3,,,,,,460,,1920057700,,699,10001937,2017,Al-'Ukbi
עזוז,328,EZUZ,6,62,626,48,,1,76,0.1,0.1,,1984,370,19,1494252264,331,620,10001918,2017,Ezuz
עזר,1149,EZER,6,61,611,33,143,1,823,0.8,0.8,,1966,350,,1689162725,32,616,10001821,2017,Ezer
עזריאל,837,AZRI'EL,4,41,411,18,141,1,913,0.9,0.9,,1951,310,2,1974268544,53,412,15000060,2017,Azri'el
עזריה,711,AZARYA,4,43,432,30,143,1,1225,1.2,1.2,,1949,310,1,1915664420,96,426,10002228,2017,Azarya
עזריקם,817,AZRIQAM,6,61,611,33,143,1,1450,1.4,1.4,,1950,310,1,1713862880,39,616,10001821,2017,Azriqam
עטאוונה (שבט),969,ATAWNE,6,62,623,,,3,,,,,,460,,1932057690,,699,10001937,2017,Al-'Atawina
עטרת,3658,ATERET,7,74,,73,,1,897,0.9,0.9,,1981,370,11,2168865636,698,711,10003299,2017,Ateret
עידן,1175,IDDAN,6,62,625,54,,1,387,0.4,0.4,,1980,310,1,2286452400,-203,657,10001918,2017,Iddan
עידן הנגב,1765, ,6,62,623,41,,,,,,,,520,,1797858734,,625,10001946,2017,
עיילבון,530,EILABUN,2,22,222,99,,2,5588,,,5.5,,280,,2379074910,172,251,10004552,2017,Eilabun
עיינות,156,AYANOT,4,44,442,27,143,1,352,0.4,0.3,,1930,340,,1781664704,24,456,15002488,2017,Ayanot
עילוט,511,ILUT,2,25,237,99,,2,7942,,,7.9,,280,,2247873588,274,257,10004426,2017,Ilut
עין איילה,687,EN AYYALA,3,32,321,15,243,1,1157,1.2,1.1,,1949,310,1,1952372612,18,303,10004333,2017,En Ayyala
עין אל-אסד,546,EIN AL-ASAD,2,24,243,2,,2,871,,,0.9,,450,,2376876064,535,209,10004465,2017,Ein Al-Asad
עין גב,273,EN GEV,2,22,221,6,,1,664,0.7,0.6,,1937,330,15,2601774320,-201,214,10004552,2017,En Gev
עין גדי,2042,EN GEDI,6,62,624,51,,1,589,0.6,0.5,,1953,330,15,2365959563,-304,656,10001911,2017,En Gedi
עין דור,436,EN DOR,2,23,233,9,,1,1029,1,1,,1948,330,15,2393572912,124,254,10000911,2017,En Dor
עין הבשור,1240,EN HABESOR,6,62,622,38,,1,1172,1.2,1.1,,1982,310,1,1468957689,120,651,10001893,2017,En HaBesor
עין הוד,74,EN HOD,3,32,322,15,243,1,622,0.6,0.6,,1954,370,19,1987073396,131,303,10004333,2017,En Hod
עין החורש,167,EN HAHORESH,4,41,411,16,141,1,785,0.8,0.8,,1931,330,15,1943869867,21,409,15000060,2017,En HaHoresh
עין המפרץ,289,EN HAMIFRAZ,2,24,246,4,241,1,1236,1.2,1.2,,1938,330,15,2093675650,2,201,10004315,2017,En HaMifraz
"עין הנצי""ב",383,EN HANAZIV,2,23,231,7,,1,618,0.6,0.6,,1946,330,3,2473670851,-146,202,10004568,2017,En HaNaziv
עין העמק,367,EN HAEMEQ,2,23,236,13,,1,767,0.8,0.8,,1944,350,,2082272605,240,254,10000911,2017,En HaEmeq
עין השופט,270,EN HASHOFET,2,23,236,13,,1,841,0.8,0.7,,1937,330,15,2096872240,262,254,10000911,2017,En HaShofet
עין השלושה,676,EN HASHELOSHA,6,62,622,38,,1,396,0.4,0.3,,1950,330,6,1430658468,100,651,10001893,2017,En HaShelosha
עין ורד,157,EN WERED,4,41,411,18,141,1,1476,1.5,1.5,,1930,310,1,1937568567,63,412,15000060,2017,En Wered
עין זיוון,4503,EN ZIWAN,2,29,292,71,,1,322,0.3,0.3,,1968,330,15,2746877807,961,219,10004579,2017,En Ziwan
עין חוד,1320,EIN HOD,3,32,322,15,243,2,289,,,0.3,,450,,2002573302,236,303,10004333,2017,Ein Hod
עין חצבה,1053,EN HAZEVA,6,62,625,51,,,,,,,,510,10,2234252310,-165,656,10001918,2017,En Hazeva
עין חרוד (איחוד),89,EN HAROD (IHUD),2,23,232,8,,1,543,0.5,0.5,,1921,330,15,2369971883,42,204,10000911,2017,En Harod (Ihud)
עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,23,232,8,,1,739,0.7,0.7,,1921,330,15,2370271825,-9,204,10000911,2017,En Harod(Me'uhad)
עין יהב,806,EN YAHAV,6,62,625,54,,1,677,0.7,0.7,,1951,310,1,2226250753,-75,657,10001918,2017,En Yahav
עין יעקב,813,EN YA'AQOV,2,24,243,52,,1,1076,1.1,1,,1950,310,1,2217976826,419,255,10004484,2017,En Ya'aqov
"עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,194,0.2,0.2,,1952,340,,2145863172,574,151,10002521,2017,En Karem-B.S.Haqla'i
עין כרמל,426,EN KARMEL,3,32,321,15,243,1,921,0.9,0.9,,1947,330,15,1958473145,22,303,10004333,2017,En Karmel 
עין מאהל,532,EIN MAHEL,2,25,237,99,,2,12842,,,12.8,,270,,2333773644,404,257,10004453,2017,Ein Mahel
עין נקובא,521,EIN NAQQUBA,1,11,111,26,444,2,3284,,,3.3,,290,,2114463339,618,151,10002475,2017,Ein Naqquba
עין עירון,223,EN IRON,3,32,324,14,,1,573,0.6,0.6,,1934,310,1,2011170996,61,351,10004261,2017,En Iron
עין צורים,622,EN ZURIM,6,61,611,34,,1,828,0.8,0.8,,1949,330,3,1735162269,52,631,10001821,2017,En Zurim
עין קנייא,4502,EIN QINIYYE,2,29,291,99,,2,2033,,,2,,290,,2685979361,795,256,10004579,2017,Ein Qiniyye
עין ראפה,514,EIN RAFA,1,11,111,26,444,2,1211,,,1.2,,450,,2109863306,602,151,10002475,2017,Ein Rafa
עין שמר,139,EN SHEMER,3,32,324,14,,1,551,0.6,0.5,,1927,330,15,2009070775,43,351,10004261,2017,En Shemer
עין שריד,880,EN SARID,4,41,411,18,141,1,1632,1.6,1.6,,1950,350,,1941268670,63,412,15000060,2017,En Sarid
עין תמר,1251,EN TAMAR,6,62,624,51,,1,184,0.2,0.2,,1982,310,10,2356653913,-302,656,10001911,2017,En Tamar
עינת,871,ENAT,4,42,422,20,142,1,804,0.8,0.8,,1925,330,15,1942866563,50,417,10002168,2017,Enat
עיר אובות,1187,IR OVOT,6,62,625,54,,,,,,,,510,,2233952439,-123,657,10001918,2017,Ir Ovot
עכו,7600,AKKO,2,24,246,0,241,4,48303,32.9,29.4,15.4,1948,160,,2082275927,9,213,10004315,2017,Akko
עלומים,1146,ALUMIM,6,62,622,39,,1,487,0.5,0.5,,1966,330,3,1537659579,98,651,10001930,2017,Alumim 
עלי,3765,ELI,7,72,,73,,1,4281,4.3,4.3,,1984,190,,2253466435,686,711,10003299,2017,Eli
עלי זהב,3727,ALE ZAHAV,7,73,,72,145,1,2133,2.1,2.1,,1982,190,,2062566427,367,710,10003262,2017,Ale Zahav
עלמה,688,ALMA,2,21,212,2,,1,698,0.7,0.7,,1949,310,2,2470477293,677,209,10004528,2017,Alma
עלמון,3715,ALMON,7,74,,73,445,1,1391,1.4,1.4,,1982,370,11,2280763760,502,711,10003314,2017,Almon
עמוקה,1212,AMUQQA,2,21,212,2,,1,139,0.1,0.1,,1980,370,19,2493976704,706,209,10004528,2017,Amuqqa
עמינדב,779,AMMINADAV,1,11,111,26,444,1,1161,1.2,1.1,,1950,310,1,2135062877,824,151,10002521,2017,Amminadav
עמיעד,385,AMMI'AD,2,21,213,1,,1,425,0.4,0.4,,1946,330,15,2509375929,241,253,10004540,2017,Ammi'ad
עמיעוז,318,AMMI'OZ,6,62,622,38,,1,217,0.2,0.2,,1957,310,1,1440657325,127,651,10001893,2017,Ammi'oz
עמיקם,773,AMMIQAM,3,32,323,45,,1,723,0.7,0.7,,1950,310,9,2022171878,82,351,10004333,2017,Ammiqam
עמיר,319,AMIR,2,21,211,1,,1,575,0.6,0.5,,1939,330,15,2582378705,76,253,10004591,2017,Amir
עמנואל,3660,IMMANU'EL,7,73,,99,145,1,3440,3.4,3.4,,1983,190,,2131767440,362,708,10003262,2017,Immanu'el
"עמק בית שאן מ""א 7",1824,,2,23,231,7,,,,,,,,530,,2474070920,,,,2017,
"עמק בית שאן של""ש",1825,,2,23,231,,,,,,,,,530,,0,,,,2017,
"עמק חולה מ""א 1",1806,,2,21,211,1,,,,,,,,530,,2578078330,,,,2017,
"עמק חולה מ""א 55",1807,,2,21,211,55,,,,,,,,530,,2580077650,,,,2017,
"עמק חולה של""ש",1808,,2,21,211,,,,,,,,,530,,0,,,,2017,
"עמק חפר מזרח מ""א 16",1875,,4,41,411,16,,,,,,,,530,,2289073170,,,,2017,
"עמק חרוד מ""א 8",1826,,2,23,232,8,,,,,,,,530,,2368071640,,,,2017,
"עמק חרוד של""ש",1827,,2,23,232,,,,,,,,,530,,0,,,,2017,
"עמק יזרעאל מ""א 13",1834,,2,23,234,13,,,,,,,,530,,2185072150,,,,2017,
"עמק יזרעאל מ""א 8",1832,,2,23,234,8,,,,,,,,530,,2268071730,,,,2017,
"עמק יזרעאל מ""א 9",1833,,2,23,234,9,,,,,,,,530,,2244072700,,,,2017,
עמקה,708,AMQA,2,24,245,4,,1,748,0.7,0.7,,1949,310,1,2154876490,81,201,10004302,2017,Amqa
ענב,3712,ENAV,7,73,,72,,1,800,0.8,0.8,,1981,370,11,2120668784,300,710,10003262,2017,Enav
עספיא,534,ISIFYA,3,31,311,99,223,2,12136,,,12,,270,,2063873586,472,356,10004171,2017,Isifya
עפולה,7700,AFULA,2,23,234,0,,1,49169,48.7,44.3,,1925,160,,2286172472,144,215,10000911,2017,Afula
עפרה,3617,OFRA,7,74,,73,445,1,3607,3.6,3.6,,1975,190,,2249765114,828,711,10003299,2017,Ofra
עץ אפרים,3778,EZ EFRAYIM,7,73,,72,145,1,2204,2.2,2.2,,1985,190,,2046166960,203,710,10003262,2017,Ez Efrayim
עצמון שגב,917,ATSMON SEGEV,2,24,241,56,241,1,1068,1.1,1.1,,1953,370,13,2239175235,319,205,10004513,2017,Atsmon Segev
עראבה,531,ARRABE,2,24,241,0,,2,24972,,,24.9,,260,,2319775077,247,262,10004513,2017,Arrabe
עראמשה*,1246,ARAMSHA,2,24,244,4,,2,1633,,,1.6,,450,,2214477704,428,201,10004302,2017,Aramsha
ערב אל נעים,1335,ARAB AL NAIM,2,24,241,56,241,2,767,,,0.8,,450,,2274875480,299,205,10004513,2017,Arab Al Naim
ערד,2560,ARAD,6,62,623,0,,1,25530,24.8,20.6,,1961,160,,2203657414,528,610,10001911,2017,Arad
ערוגות,593,ARUGOT,6,61,611,33,143,1,1163,1.2,1.1,,1949,310,1,1785162692,66,616,10001821,2017,Arugot
ערערה,637,AR'ARA,3,32,323,99,,2,24528,,,24.5,,260,,2086871174,172,354,10004233,2017,Ar'ara
ערערה-בנגב,1192,AR'ARA-BANEGEV,6,62,623,99,,2,16988,,,17,,270,,2021956302,458,652,10001937,2017,Ar'ara-BaNegev
עשרת,591,ASERET,4,44,441,32,143,1,983,1,1,,1954,350,,1761763695,56,456,15002488,2017,Aseret
עתלית,53,ATLIT,3,32,321,15,223,1,7385,7.3,7.1,,1904,180,,1948873294,11,303,10004710,2017,Atlit
עתניאל,3748,OTNI'EL,7,77,,78,,1,1003,1,1,,1983,370,11,2027959416,700,715,10003228,2017,Otni'el
פארן,1151,PARAN,6,62,625,54,,1,442,0.4,0.4,,1972,310,1,2146947481,107,657,10001918,2017,Paran
"פארק הירדן מ""א 6",1961,,2,22,221,6,,,,,,,,530,,,,,,2017,
פארק תעשיות ספירים,1763, ,6,61,614,37,,,,,,,,520,,1614560282,,651,10001829,2017,
פדואל,3768,PEDU'EL,7,73,,72,145,1,1746,1.7,1.7,,1984,370,2,2050866319,369,710,10003262,2017,Pedu'el
פדויים,750,PEDUYIM,6,62,622,42,344,1,494,0.5,0.5,,1950,310,1,1629858183,115,651,10001893,2017,Peduyim
פדיה,838,PEDAYA,4,43,432,30,143,1,813,0.8,0.8,,1951,310,1,1889964061,99,426,10002228,2017,Pedaya
פוריידיס,537,FUREIDIS,3,32,321,99,,2,12889,,,12.9,,270,,1957972265,50,353,10004333,2017,Fureidis
פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,381,0.4,0.4,,1949,350,,2515473616,39,214,10004552,2017,Poriyya-Kefar Avoda
פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1183,1.2,1.1,,1949,350,,2506573889,139,214,10004552,2017,Poriyya-Newe Oved
פורייה עילית,1313,PORIYYA ILLIT,2,22,221,6,,1,1081,1,0.9,,1955,350,,2515473737,137,214,10004552,2017,Poriyya Illit
פורת,767,PORAT,4,41,411,18,141,1,1240,1.2,1.2,,1950,310,2,1955168698,57,412,15000060,2017,Porat
פטיש,749,PATTISH,6,62,622,42,344,1,875,0.9,0.9,,1950,310,1,1581058190,96,651,10001893,2017,Pattish
פלך,1185,PELEKH,2,24,243,56,,1,131,0.1,0.1,,1980,330,15,2221775987,496,205,15002358,2017,Pelekh
פלמחים,597,PALMAHIM,4,44,442,27,143,1,667,0.7,0.6,,1949,330,15,1723664904,17,456,15002488,2017,Palmahim
פני חבר,3723,PENE HEVER,7,77,,78,,1,561,0.6,0.6,,1982,370,11,2157559933,797,715,10003228,2017,Pene Hever
פסגות,3659,PESAGOT,7,74,,73,445,1,1848,1.8,1.8,,1981,370,11,2213864510,877,711,10003299,2017,Pesagot
פסוטה,535,FASSUTA,2,24,244,99,,2,3098,,,3.1,,290,,2292977259,567,258,10004484,2017,Fassuta
"פעמי תש""ז",2059,PA'AME TASHAZ,6,62,621,42,,1,540,0.5,0.5,,1953,310,1,1708459426,179,651,10001930,2017,Pa'ame Tashaz
פצאל,3615,PEZA'EL,7,75,,75,,1,262,0.3,0.3,,1975,310,1,2419266123,-250,712,10003262,2017,Peza'el
פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5767,,,5.8,,280,,2313676484,615,258,10004484,2017,Peqi'in (Buqei'a)
פקיעין חדשה,281,PEQI'IN HADASHA,2,24,243,52,,1,507,0.5,0.5,,1955,310,19,2305376539,539,255,10004484,2017,Peqi'in Hadasha
פרדס חנה-כרכור,7800,PARDES HANNA-KARKUR,3,32,324,99,,1,41142,41.1,39.9,,1913,160,,1979570875,48,308,10004261,2017,Pardes Hanna-Karkur
פרדסייה,171,PARDESIYYA,4,41,411,99,141,1,5828,5.8,5.8,,1942,180,,1917869028,52,457,15000060,2017,Pardesiyya
פרוד,599,PAROD,2,21,212,2,,1,539,0.5,0.5,,1949,330,15,2407675967,426,209,10004528,2017,Parod
פרזון,2053,PERAZON,2,23,234,8,,1,323,0.3,0.3,,1953,310,1,2294471684,78,204,10000911,2017,Perazon
פרי גן,1231,PERI GAN,6,62,622,38,,1,241,0.2,0.2,,1981,310,6,1385557032,93,651,10001893,2017,Peri Gan
פתח תקווה,7900,PETAH TIQWA,4,42,422,0,132,1,240357,240.1,220.9,,1878,130,,1894266579,31,410,10002116,2017,Petah Tiqwa
פתחיה,839,PETAHYA,4,43,432,30,143,1,850,0.8,0.8,,1951,310,6,1892964165,102,426,10002228,2017,Petahya
צאלים,413,ZE'ELIM,6,62,622,38,,1,471,0.5,0.4,,1947,330,15,1555756821,140,651,10001893,2017,Ze'elim
צביה,1180,ZVIYYA,2,24,242,56,,1,322,0.3,0.3,,1979,370,19,2313575499,256,205,10004513,2017,Zviyya
צבעון,1213,ZIV'ON,2,21,212,1,,1,159,0.2,0.2,,1980,330,15,2392477007,761,253,10004528,2017,Ziv'on
צובה,465,ZOVA,1,11,111,26,444,1,628,0.6,0.6,,1948,330,15,2114063231,724,151,15000597,2017,Zova
צוחר,1136,ZOHAR,6,62,622,38,,1,443,0.4,0.4,,1973,350,,1452657190,135,651,10001893,2017,Zohar
צופייה,1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753664043,36,456,15002488,2017,Zofiyya 
צופים,3791,ZUFIM,7,73,,72,145,1,2188,2.2,2.1,,1989,190,,2010167832,163,710,10003262,2017,Zufim
צופית,198,ZOFIT,4,42,421,20,141,1,1294,1.3,1.3,,1933,310,1,1926967776,66,417,10002133,2017,Zofit
צופר,1150,ZOFAR,6,62,625,54,,1,419,0.4,0.4,,1970,310,1,2171749669,12,657,10001918,2017,Zofar
צוקי ים,1102,ZUQI YAM,4,41,411,16,141,1,281,0.3,0.3,,1956,350,,1869369644,29,409,10002089,2017,Zuqi Yam
צוקים,1262,ZUQIM,6,62,625,54,,1,309,0.3,0.3,,1983,370,,2157948903,41,657,10001918,2017,Zuqim
צור הדסה,1113,ZUR HADASSA,1,11,111,26,444,1,8182,8.2,7.8,,1960,180,,2091262495,732,151,15000597,2017,Zur Hadassa
צור יצחק,1345,ZUR YIZHAQ,4,42,421,20,141,1,5541,5.5,5.4,,2007,180,,2001068308,119,417,10002155,2017,Zur Yizhaq
צור משה,276,ZUR MOSHE,4,41,411,18,141,1,3375,3.4,3.3,,1937,190,,1920868938,50,412,15000060,2017,Zur Moshe
צור נתן,1148,ZUR NATAN,4,42,421,20,141,1,310,0.3,0.3,,1970,320,9,2014368303,187,417,10002155,2017,Zur Natan
צוריאל,774,ZURI'EL,2,24,243,52,,1,323,0.3,0.3,,1950,310,1,2296776797,639,255,10004484,2017,Zuri'el
צורית,1221,ZURIT,2,24,242,56,241,1,863,0.9,0.9,,1981,370,9,2240075642,347,205,10004465,2017,Zurit
ציפורי,613,ZIPPORI,2,23,237,9,,1,974,0.9,0.8,,1949,310,1,2263973900,250,254,15002369,2017,Zippori
צלפון,796,ZELAFON,1,11,112,26,,1,945,0.9,0.9,,1950,310,1,1935863467,168,151,15000597,2017,Zelafon
צנדלה,636,SANDALA,2,23,232,8,,2,1587,,,1.6,,450,,2306371428,108,204,10000911,2017,Sandala
צפרייה,594,ZAFRIYYA,4,43,432,40,133,1,912,0.9,0.9,,1949,310,2,1865065672,31,425,10002207,2017,Zafriyya
צפרירים,1079,ZAFRIRIM,1,11,112,26,444,1,436,0.4,0.4,,1958,310,1,1947461865,323,151,15000597,2017,Zafririm
צפת,8000,ZEFAT,2,21,212,0,,1,35276,34.5,32.4,,ותיק,160,,2475776332,604,216,10004528,2017,Zefat
צרופה,612,ZERUFA,3,32,321,15,243,1,1122,1.1,1.1,,1949,310,1,1954072827,21,303,10004333,2017,Zerufa
צרעה,567,ZOR'A,1,11,112,26,444,1,908,0.9,0.9,,1948,330,15,1971663005,208,151,15000597,2017,Zor'a
