kod,teur,SemelYeshuv
117,הר תבור,1247
119,אביטל,1247
120,תמר,1247
126,דפנה,1247
303,דרך ארץ,1247
304,שוהם,1247
305,ספיר,1247
306,ברקת,1247
307,טורקיז,1247
308,טופז,1247
309,לשם,1247
310,אודם,1247
311,מרגלית,1247
312,ענבר,1247
313,חושן,1247
314,רובין,1247
320,תאנה,1247
321,ברוש,1247
322,דולב,1247
323,זית,1247
324,אשל,1247
325,ערבה,1247
326,אתרוג,1247
327,אלה,1247
328,צאלון,1247
329,שקד,1247
330,שדרות האחווה,1247
331,יקינטון,1247
332,יסמין,1247
333,נרקיס,1247
334,צבעוני,1247
335,לוטם,1247
336,כלנית,1247
337,סחלב,1247
338,סביון,1247
339,רקפת,1247
340,שדרות ההגשמה,1247
341,הקהילה,1247
342,יחד,1247
343,חברותא,1247
344,אחדות,1247
345,רעות,1247
346,שותפות,1247
347,ערבות,1247
350,החלומות,1247
351,קידמה,1247
352,השראה,1247
353,התמדה,1247
354,התחדשות,1247
355,תנופה,1247
6510,אבני חן,1247
6511,החורש,1247
6512,שכונת הפרחים,1247
6514,שכונת בצוותא,1247
6515,"שכונת מעו""ף",1247
9000,חריש,1247
9000,אליפז,1248
9000,הרדוף,1249
9000,עין תמר,1251
101,ירדן,1252
102,גליל,1252
103,ארבל,1252
104,כנרת,1252
105,גולן,1252
106,גמלא,1252
107,זוויתן,1252
108,דליות,1252
109,שיאון,1252
110,בזלת,1252
111,מעוף,1252
112,אלון,1252
113,אלה,1252
114,שיזף,1252
115,דולב,1252
116,דקל,1252
117,אורן,1252
7001,חות ורד הגליל,1252
9000,כורזים,1252
101,הרימון,1253
102,התאנה,1253
103,הזית,1253
104,האלון,1253
105,השקד,1253
106,האלה,1253
107,השיטה,1253
108,הדקל,1253
109,השיקמה,1253
110,הפיקוס,1253
9000,אמנון,1253
9000,נטף,1254
9000,לוטן,1255
101,דרך החרוב,1256
102,דרך העצים,1256
103,שביל השקד,1256
104,שביל הארז,1256
105,שביל הזית,1256
106,שביל הברוש,1256
107,שביל התמר,1256
108,שביל האלון,1256
109,שביל הלימון,1256
110,התאנה,1256
111,שביל הפיקוס,1256
112,שביל השקמה,1256
113,שביל האלה,1256
114,שביל הגפן,1256
115,שביל כליל החורש,1256
116,שביל הרימון,1256
117,דרך הפרחים,1256
118,שביל הדפנה,1256
119,שביל המורן,1256
120,שביל הסביון,1256
121,שביל הסחלב,1256
122,שביל הנרקיס,1256
123,שביל הרקפת,1256
124,שביל הכרכום,1256
125,שביל החצב,1256
126,שביל היסמין,1256
127,שביל הצבעוני,1256
128,שביל הרותם,1256
129,שביל האירוס,1256
130,ההרדוף,1256
131,החרצית,1256
132,דרך האבוקדו,1256
133,שביל עץ התות,1256
6001,שכונת הראשונים,1256
6002,שכונת הזיתים,1256
9000,אשרת,1256
101,פלג,1257
102,דרך האגם,1257
103,יובל,1257
104,מעין,1257
105,שירת הים,1257
106,רביבים,1257
107,באר מרים,1257
108,טל ומטר,1257
109,אמת המים,1257
110,גשמי ברכה,1257
111,איבי הנחל,1257
112,משעול האפיק,1257
113,נווה גנים,1257
115,דרך נאות מדבר,1257
9000,חנתון,1257
101,האורן,1258
102,החרוב,1258
103,הדקל,1258
104,התמר,1258
105,השקד,1258
106,הרותם,1258
107,הדולב,1258
108,הארז,1258
109,משעול היסמין,1258
110,משעול הגפן,1258
111,משעול הלילך,1258
112,האלון,1258
113,האלה,1258
114,הרקפת,1258
115,הערבה,1258
116,הרימון,1258
117,האגוז,1258
118,הזית,1258
119,התאנה,1258
120,משעול הלוטם,1258
121,משעול החצב,1258
122,משעול הפטל,1258
123,משעול הכלנית,1258
124,משעול היקינתון,1258
125,משעול ההדס,1258
9000,מסד,1258
101,מרכז קליטה,1260
9000,רתמים,1260
9000,הר עמשא,1261
9000,צוקים,1262
101,משעול הכרכום,1263
102,משעול הנרקיס,1263
103,האלון,1263
104,רותם,1263
105,הדולב,1263
106,האלה,1263
107,משעול הרקפת,1263
108,חרמון,1263
109,מורן,1263
110,יערה,1263
111,שניר,1263
112,דפנה,1263
113,מרווה,1263
114,משעול הנורית,1263
115,משעול הסחלב,1263
116,אשכר,1263
117,חרצית,1263
118,החצב,1263
119,גל,1263
120,אלמוג,1263
121,האורן,1263
122,הארז,1263
123,החרוב,1263
124,משעול הכלנית,1263
125,חירם,1263
126,דרך ההר,1263
127,שונית,1263
128,חולית,1263
130,זית,1263
131,תאנה,1263
132,רימון,1263
133,גפן,1263
134,חיטה,1263
135,תמר,1263
136,דרך הגליל,1263
140,אירוס,1263
141,לוטם,1263
142,ארבל,1263
143,הרדוף,1263
144,גומא,1263
145,ערבה,1263
146,משעול ורד,1263
147,כרמל,1263
148,הדס,1263
149,יקינטון,1263
150,חבצלת,1263
151,שקד,1263
152,תבור,1263
153,חוחית,1263
154,עפרוני,1263
155,זמיר,1263
156,דרור,1263
160,גלבוע,1263
161,מירון,1263
162,אדיר,1263
163,שמיר,1263
164,ריחן,1263
165,קורנית,1263
166,מור,1263
167,לבונה,1263
168,כרם,1263
169,זמורה,1263
170,סער,1263
171,כזיב,1263
172,דישון,1263
173,ירדן,1263
174,זויתן,1263
175,נעמן,1263
176,געתון,1263
177,מוסקט,1263
178,שריג,1263
180,בשור,1263
181,עין גדי,1263
182,צין,1263
183,צאלים,1263
184,ערוגות,1263
185,פארן,1263
186,דרך הורדים,1263
187,אבני החושן,1263
188,שוהם,1263
189,נופך,1263
190,יהלום,1263
191,אודם,1263
192,ספיר,1263
193,תרשיש,1263
194,ברקת,1263
195,לשם,1263
9000,כפר ורדים,1263
101,הגפן,1264
102,סמדר,1264
103,הברוש,1264
104,היסמין,1264
105,כלנית,1264
106,אורן,1264
107,הזית,1264
108,הנרקיס,1264
109,התאנה,1264
110,אלון,1264
111,הרימון,1264
112,רקפת,1264
113,התמר,1264
114,ארז,1264
115,הורד,1264
120,סיגלית,1264
9000,כרמי יוסף,1264
9000,שומריה,1265
9000,שחרות,1266
101,דרך יתיר,1268
102,זוהר,1268
103,מצדה,1268
104,עבדת,1268
105,נועם,1268
106,קדש ברנע,1268
107,חצבה,1268
108,גרופית,1268
109,קטורה,1268
110,תמנע,1268
111,עקרב,1268
112,בשמת,1268
113,חלוצה,1268
114,שבטה,1268
115,ממשית,1268
116,צקלג,1268
117,צבאים,1268
118,קציעות,1268
119,עצמון,1268
120,צניפים,1268
121,חלמיש,1268
122,עציון גבר,1268
123,ניצנה,1268
124,גרר,1268
125,בית אשל,1268
126,דרך מיתר,1268
127,קנאים,1268
201,גפן,1268
202,צאלה,1268
203,אשל,1268
204,שיטה,1268
205,שקד,1268
206,תמר,1268
207,שיזף,1268
208,כרכום,1268
209,עירית,1268
210,פרג,1268
211,חלמונית,1268
212,אירוס,1268
213,חצב,1268
214,שדרות המייסדים,1268
215,שדרות עומרים,1268
216,שדרות חברון,1268
220,תמירון,1268
221,משמר,1268
250,בארי,1268
251,גאון הירדן,1268
252,גבולות,1268
253,דן,1268
254,דפנה,1268
255,דרך הראל,1268
256,חצרים,1268
257,משעול יפתח,1268
258,כיסופים,1268
259,משאבים,1268
260,מגן,1268
261,נירים,1268
262,נגבה,1268
263,סעד,1268
264,עלומים,1268
265,"משעול פלמ""ח",1268
266,רביבים,1268
267,רמים,1268
268,רעים,1268
269,שובל,1268
270,שדרות השלום,1268
271,זית,1268
272,הדס,1268
273,רימון,1268
274,תאנה,1268
275,דרך הארץ,1268
276,משעול לאה,1268
280,דרך הדרור,1268
281,אילות,1268
282,ערוגות,1268
283,צופר,1268
285,אשכול,1268
286,ערוד,1268
287,שדרות היונה,1268
288,שדרות הזמיר,1268
289,סנונית,1268
290,דוכיפת,1268
291,צופית,1268
292,עפרוני,1268
293,פשוש,1268
294,חוחית,1268
295,זהבן,1268
296,נחליאלי,1268
297,סלעית,1268
298,לבנית,1268
299,שלדג,1268
300,אנפה,1268
301,דרך הבשור,1268
302,מורג,1268
303,עין מור,1268
304,עופרים,1268
305,שקמה,1268
306,צאלים,1268
307,צין,1268
308,עין זיק,1268
309,עין בוקק,1268
310,כובשים,1268
311,יעלים,1268
312,פארן,1268
313,עין נטפים,1268
320,ברבור,1268
322,יסעור,1268
323,שחף,1268
324,עגור,1268
325,חסידה,1268
330,כלנית,1268
331,נורית,1268
332,רקפת,1268
333,צבעוני,1268
334,אורן,1268
335,אלה,1268
336,אלון,1268
337,ארז,1268
500,שדרות כרמית,1268
501,שלו,1268
502,עורבני,1268
503,גבתון,1268
504,מגלן,1268
505,חופית,1268
506,חוגלה,1268
507,איה,1268
508,דרורית,1268
509,דיה,1268
510,נשר,1268
511,עיט,1268
512,עיטם,1268
513,קרקל,1268
514,ראם,1268
515,יעל,1268
516,צבי,1268
517,כחל,1268
518,צוקית,1268
519,קורא,1268
520,ינשוף,1268
521,שדמית,1268
522,חצוצרן,1268
523,שקנאי,1268
524,תור,1268
525,קטה,1268
6500,שכ רבין,1268
6501,שכ הדרור,1268
6502,שכ הכלניות,1268
9000,מיתר,1268
101,דגנית,1271
102,ורד,1271
103,סייפן,1271
104,חרצית,1271
105,ברקן,1271
106,גומא,1271
107,הרדוף,1271
108,זוגן,1271
109,טופח,1271
110,יערה,1271
111,כוכבן,1271
112,לוטם,1271
113,מורן,1271
114,נרקיס,1271
115,עדעד,1271
116,קידה,1271
117,צלף,1271
118,איריס,1271
119,פעמונית,1271
120,צבעוני,1271
121,שד תמר,1271
122,זית,1271
123,גפן,1271
124,רימון,1271
125,שד תאנה,1271
126,עין עופרים,1271
127,עין עקב,1271
128,עין מור,1271
129,עין שחק,1271
130,עין עבדת,1271
131,עין הבשור,1271
132,עין סהרונים,1271
133,עין צין,1271
134,עין זיק,1271
135,דרך אבני החושן,1271
136,אודם,1271
137,ברקת,1271
138,ספיר,1271
139,שוהם,1271
140,תרשיש,1271
141,בארית,1271
150,שדרות חיטה,1271
151,נחל כזיב,1271
152,נחל לכיש,1271
153,נחל כלח,1271
154,נחל כרכום,1271
155,נחל מחניים,1271
156,נחל מגדים,1271
159,נחל חרמון,1271
160,נחל זויתן,1271
161,נחל זוהר,1271
162,נחל זרחן,1271
163,נחל חביבה,1271
164,נחל חברון,1271
165,נחל חדרה,1271
166,נחל חצבה,1271
167,נחל טלה,1271
168,נחל טוב,1271
169,נחל ירקון,1271
171,נחל ירמוך,1271
172,נחל יבוק,1271
173,נחל יגור,1271
174,נחל יהודייה,1271
175,נחל יסף,1271
176,נחל ירוחם,1271
177,נחל יעלים,1271
178,נחל יתיר,1271
180,שדרות שעורה,1271
181,נחל גרר,1271
182,נחל געתון,1271
183,נחל האלה,1271
184,נחל הד,1271
185,נחל גוברין,1271
186,נחל גלים,1271
187,נחל דישון,1271
188,נחל דולב,1271
189,נחל בצת,1271
190,נחל בשור,1271
191,נחל בוקק,1271
192,נחל ברק,1271
193,נחל אדוריים,1271
194,נחל אפיקים,1271
195,נחל אילון,1271
201,אגמית,1271
202,אנפה,1271
203,בז,1271
204,בצנית,1271
205,ברבור,1271
206,ברכיה,1271
207,גבתון,1271
208,גדרון,1271
209,דוכיפת,1271
210,דרור,1271
211,הודן,1271
212,ורדית,1271
213,זמיר,1271
214,זרזיר,1271
215,חגלה,1271
216,חוחית,1271
217,חנקן,1271
218,חסידה,1271
219,טבלן,1271
220,טסית,1271
221,ינשוף,1271
222,יסעור,1271
223,כוכית,1271
224,כחל,1271
225,כחול זנב,1271
226,לבנית,1271
227,לילית,1271
228,מגלן,1271
229,מדברון,1271
230,מרומית,1271
231,נחליאלי,1271
232,נשר,1271
233,נץ,1271
234,סבכי,1271
235,סופית,1271
236,סלעית,1271
237,סנונית,1271
238,עגור,1271
239,עיט,1271
240,עפרוני,1271
241,פנינית,1271
242,פרפור,1271
243,פשוש,1271
244,רקפת,1271
245,שיטה,1271
246,תפוח,1271
6500,שכ המרכז,1271
6501,שכ המניפה,1271
9000,להבים,1271
101,ארזים,1272
103,גלעד,1272
104,גנים,1272
105,הבאר,1272
106,הדודאים,1272
107,ההרים,1272
108,הזמיר,1272
109,חבצלת השרון,1272
110,חגווי הסלע,1272
111,חוט השני,1272
112,כרמי,1272
113,מור ולבונה,1272
114,מים חיים,1272
115,ניצנים,1272
116,סמטת מחמדים,1272
117,סמטת שיר השירים,1272
118,עצי היער,1272
119,ערוגות הבושם,1272
120,פלח הרימון,1272
121,פרי מגדים,1272
122,משכנות הרועים,1272
123,רסיסי לילה,1272
124,שושנת העמקים,1272
125,תלפיות,1272
126,הכפר הסקנדינבי,1272
127,גינת אגוז,1272
9000,חלוץ,1272
101,אירוס,1274
102,לוטם,1274
103,לילך,1274
105,האלה,1274
106,חצב,1274
107,סחלב,1274
108,סייפן,1274
110,השקד,1274
111,נופר,1274
112,נורית,1274
113,נרקיס,1274
114,סביון,1274
115,ברוש,1274
116,אורן,1274
117,הרב נורי דוד,1274
118,יסמין,1274
120,רקפת,1274
121,חבצלת,1274
122,יערה,1274
123,כלנית,1274
124,כרכום,1274
125,צבעוני,1274
126,חרצית,1274
127,תמר,1274
9000,גן נר,1274
101,בית הבד,1275
102,בראשית,1275
103,דרך ההר,1275
104,האקליפטוס,1275
105,הבקעה,1275
106,הזית,1275
107,החורש,1275
108,יפה נוף,1275
109,מצפה הימים,1275
9000,אבטליון,1275
9000,אשבל,1276
9000,באר מילכה,1278
9000,נווה חריף,1279
9000,ניצני סיני,1280
9000,מירב,1282
101,קרוונים,1283
9000,תל תאומים,1283
101,הגליל,1284
102,הפסגה,1284
103,הכרמל,1284
104,גלבוע,1284
105,התבור,1284
106,סער,1284
107,געש,1284
108,אביטל,1284
109,ארבל,1284
110,גולן,1284
111,איתנים,1284
112,צפרירים,1284
113,החרמון,1284
114,העמק,1284
115,קדים,1284
116,משעול רכסים,1284
117,משעול אלונים,1284
118,משעול הגיא,1284
119,משעול האלה,1284
120,משעול עדי,1284
121,משעול זבולון,1284
122,סופה,1284
123,משעול הרדוף,1284
124,כנען,1284
125,רמון,1284
126,מירון,1284
127,עצמון,1284
129,הבריכה,1284
9000,נופית,1284
101,הראשונים,1285
102,בוסתן,1285
103,חרוב,1285
104,רימון,1285
105,זית,1285
106,אלון,1285
107,ירדן ההררי,1285
109,כינרת,1285
110,גולן,1285
9000,כרכום,1285
9000,שני,1287
101,אלונים,1288
102,גנוסר,1288
103,הגליל,1288
104,העמק,1288
105,חניתה,1288
106,דליה,1288
107,הזורעים,1288
108,מחניים,1288
109,דפנה,1288
110,דן,1288
111,אילון,1288
112,מסדה,1288
113,עין גב,1288
114,שער הגולן,1288
115,הכרמל,1288
116,מעיין צבי,1288
117,בית אורן,1288
118,נווה איתן,1288
119,הגשר,1288
120,הירדן,1288
9000,גבעת אלה,1288
101,בית ראשון במולדת,1291
9000,כמהין,1291
101,האורנים,1293
102,הדקלים,1293
103,הנרקיסים,1293
104,האירוסים,1293
105,הסביונים,1293
106,הגפן,1293
107,אלון,1293
108,היסמין,1293
109,כלניות,1293
110,מעלה הארזים,1293
111,דרך חיים טופול,1293
9000,גבעת אבני,1293
9000,אור הגנוז,1294
9000,כפר חנניה,1297
101,הרי ירושלים,1310
102,הדקל,1310
103,השקמה,1310
104,הזית,1310
105,הגולן,1310
106,הגליל,1310
107,הירדן,1310
108,אגוז,1310
109,אלונים,1310
110,אורנים,1310
111,ארזים,1310
112,ים כנרת,1310
113,ים המלח,1310
9000,לפיד,1310
101,שכ קרוונים,1311
9000,אבשלום,1311
101,דרך החמה,1313
102,דרך החצב,1313
103,דרך הים,1313
104,דרך המצוק,1313
105,דרך העמק,1313
106,דרך השדה,1313
107,דרך השקד,1313
108,דרך התבור,1313
109,הזית,1313
110,הרימון,1313
111,השיזף,1313
9000,פוריה עילית,1313
101,הכלנית,1314
102,חצב,1314
103,יסמין,1314
104,כרכום,1314
105,מרגלית,1314
106,מרווה,1314
107,נרקיס,1314
108,סביון,1314
109,סחלב,1314
110,דרך התמר,1314
111,צבעוני,1314
112,רקפת,1314
115,דרך הפארק,1314
116,השקד,1314
117,האלה,1314
118,דרך החורש,1314
119,האלון,1314
120,החרוב,1314
121,הזית,1314
122,התאנה,1314
123,הדולב,1314
9000,נווה זיו,1314
101,אורן,1315
102,התאנה,1315
103,הגפן,1315
104,הזית,1315
105,הדר,1315
106,חלמיש,1315
107,הדס,1315
108,מור,1315
109,חבצלת,1315
110,חצב,1315
111,שושן,1315
112,כלנית,1315
113,איריס,1315
114,צבעוני,1315
115,נורית,1315
116,רקפת,1315
117,נוף השרון,1315
118,אלון,1315
119,ורד,1315
120,צור,1315
121,נרקיס,1315
122,סביון,1315
